FCLTY_NM,FCLTY_SDIV_CD,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_NM,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
"반포 마암1리 동네체육시설(어씨네 식당 앞)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034028","마암리",,,,"127.210181519059","36.4344325965649",,,,,"N","00","N"
"반포 마암2리 동네체육시설(마암교 교각 아래)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034028","마암리",,,,"127.220374236853","36.4179708850226",,,,,"N","00","N"
"반포 봉곡1리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034029","봉곡리",,,"충청남도 공주시 반포면 정광터1길 107","127.231923056586","36.4014831097622",,,,,"N","00","N"
"반포 봉곡1리 동네체육시설(행복충전소)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034029","봉곡리",,,,"127.232869544158","36.4007895291627",,,,,"N","00","N"
"반포 봉곡2리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034029","봉곡리",,,,"127.240831516253","36.4063261214509",,,,,"N","00","N"
"반포 봉곡3리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034029","봉곡리",,,"충청남도 공주시 반포면 반포초교길 182","127.244691783281","36.4066554022319",,,,,"N","00","N"
"반포 상신리 동네체육시설(마을쉼터)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034030","상신리",,,"충청남도 공주시 반포면 상신수길 3","127.217728810394","36.384295811959",,,,,"N","00","N"
"반포 송곡1리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034023","송곡리",,,"충청남도 공주시 반포면 송곡로 199","127.26321849553","36.4075923327081",,,,,"N","00","N"
"반포 송곡2리 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034023","송곡리",,,,"127.270175743781","36.4135466789205",,,,,"N","00","N"
"반포 온천1리 동네체육시설(구시울)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034032","온천리",,,,"127.271281991182","36.384905692623",,,,,"N","00","N"
"반포 온천1리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034032","온천리",,,,"127.257488973636","36.3856429204994",,,,,"N","00","N"
"반포 온천1리 동네체육시설(온천사기소)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034032","온천리",,,"충남 공주시 반포면 온천리 450-22","127.259827299509","36.3787800181511",,,,,"N","00","N"
"반포 온천2리 동네체육시설(마을회관)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034032","온천리",,,,"127.265167981821","36.3665126677632",,,,,"N","00","N"
"반포 하신리 동네체육시설(마을회관 앞 놀이터)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034031","하신리",,,"충청남도 공주시 반포면 하신소1길 20","127.238554456261","36.382869492082",,,,,"N","00","N"
"반포 학봉1리 동네체육시설(마을회관 앞 광장)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,"충청남도 공주시 반포면 동학사1로 167-23","127.250597599678","36.3601266597265",,,,,"N","00","N"
"반포 학봉1리 동네체육시설(무풍공원)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,"충청남도 공주시 반포면 동학사2로 132","127.238762769093","36.3580026686054",,,,,"N","00","N"
"반포 학봉1리 동네체육시설(장군봉 공영주차장 내)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,,"127.254039247712","36.3654250679767",,,,,"N","00","N"
"반포 학봉1리 동네체육시설(학림사 입구)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,,"127.250490473751","36.3645949176017",,,,,"N","00","N"
"반포 학봉2리 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,"충청남도 공주시 반포면 동월1길 245","127.259746790797","36.3367512790986",,,,,"N","00","N"
"반포 학봉2리 동네체육시설(구무동굴 옆)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,,"127.253531584052","36.3600636059605",,,,,"N","00","N"
"반포 학봉2리 동네체육시설(밀목재)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034033","학봉리",,,,"127.250730506808","36.3432374014137",,,,,"N","00","N"
"반포1동주민센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"127.013425","37.50499",,,,,"N","00","N"
"반포2동주민센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.994504","37.504486",,,,,"N","00","N"
"반포3동주민센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"127.00561","37.511793",,,,,"N","00","N"
"반포4동주민센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.986158","37.500349",,,,,"N","00","N"
"반포리체","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"127.012454","37.504467",,,,,"N","00","N"
"반포면 공암리 그라운드골프장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4400000000","충청남도","4415000000","공주시",,,"4400000000","충청남도","4415000000","공주시","4415034021","공암리",,,,"127.251446474135","36.397961567712","3408",,,,"N","00","N"
"반포본동주민센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.986158","37.50044",,,,,"N","00","N"
"반포운동장체육센터","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.995906","37.500341",,,,,"N","00","Y"
"반포자이","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"127.013377","37.505094",,,,,"N","00","N"
"반포종합운동장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.994176","37.500684",,,,,"N","00","Y"
"반포종합운동장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구","1165010700","반포동",,,"서울특별시 서초구 신반포로16길 30 (반포동)","126.99426405314814","37.500539351789975","900",,,,"N","00","N"
"반포종합운동장 테니스장","P","공공","P06","테니스장","P0601","테니스장",,,"1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구","1165010700","반포동",,,"서울특별시 서초구 신반포로16길 30 (반포동)","126.995840102191","37.5001654101747","7308",,,,"N","00","N"
"반포종합운동장인라인스케이트장","P","공공","P12","롤러스케이트장","P1201","롤러스케이트장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,"서울특별시 서초구 신반포로16길 30 (반포동)",,,,,,,"N","00","Y"
"반포종합운동장체육센터","P","공공","P09","체육관","P0903","생활체육관","01","지방자치단체","1100000000","서울특별시","1165000000","서초구","서초구청문화체육관광과","02-2155-6213","1100000000","서울특별시","1165000000","서초구","1165010700","반포동",,,"서울특별시 서초구 신반포로16길 30 (반포동)","126.99426405314814","37.500539351789975","76544",,,,"N","00","N"
"반포종합운동장체육센터골프연습장","P","공공","P17","골프연습장","P1701","골프연습장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구","서초구청문화체육관광과","02-2155-6213","1100000000","서울특별시","1165000000","서초구",,,,,,,,"1501",,,,"N","00","Y"
"반포종합운동장축구장","P","공공","P02","축구장","P0201","축구장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,,,,,,,"N","00","Y"
"반포종합운동장테니스장","P","공공","P06","테니스장","P0601","테니스장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구","서초구청문화체육관광과","02-2155-6212","1100000000","서울특별시","1165000000","서초구",,,,,,,,"4958",,,,"N","00","Y"
"반포주공","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.9835","37.501998",,,,,"N","00","N"
"반포주공","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.985769","37.501591",,,,,"N","00","N"
"반포주공2공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"127.00078","37.50144",,,,,"N","00","N"
"반포천운동시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.992943","37.499377",,,,,"N","00","N"
"반포힐스테이트","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1165000000","서초구",,,"1100000000","서울특별시","1165000000","서초구",,,,,,"126.996641","37.501359",,,,,"N","00","N"
"발례(발양) 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4827000000","밀양시",,,"4800000000","경상남도","4827000000","밀양시","4827034024","임고리",,,"경상남도 밀양시 산내면 발례로 171","128.890101789999","35.5687852956976",,,,,"N","00","N"
"발례(발음)마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4827000000","밀양시",,,"4800000000","경상남도","4827000000","밀양시","4827034024","임고리",,,"경상남도 밀양시 산내면 발례1길 35","128.887048472552","35.565673209302",,,,,"N","00","N"
"발리1리동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4776000000","영양군","수비면","054-680-5813","4700000000","경상북도","4776000000","영양군","4776034031","발리리",,,"경상북도 영양군 수비면 금촌길 29-14","129.1948291573","36.7665364004",,,,,"N","00","N"
"발리2리 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4776000000","영양군","수비면","054-680-5813","4700000000","경상북도","4776000000","영양군","4776034031","발리리",,,"경상북도 영양군 수비면 낙동정맥로 2422","129.2050973564","36.7653518189",,,,,"N","00","N"
"발리리동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4776000000","영양군","문화관광과","054-680-6453","4700000000","경상북도","4776000000","영양군",,,,,,,,,,,,"N","00","Y"
"발매마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1287000000","신안군","주민복지과","061-240-8943","1200000000","전남광주통합특별시","1287000000","신안군",,,,,,"125.921902568","34.6985342753",,,,,"N","00","Y"
"발바닥공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1132000000","도봉구",,,"1100000000","서울특별시","1132000000","도봉구",,,,,,"127.028011","37.659176",,,,,"N","00","N"
"발산 게이트볼장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","1200000000","전남광주통합특별시","1224000000","서구",,,"1200000000","전남광주통합특별시","1224000000","서구","1224010400","양동",,,"전남광주통합특별시 서구 발산로25번길 5 (양동)","126.892869095298","35.1577493610512","374",,,,"N","00","N"
"발산경로당 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시",,,"4300000000","충청북도","4311400000","청주시 청원구","4311410400","사천동",,,"충청북도 청주시 청원구 발산로 57 (사천동)","127.477513203781","36.6775654981226",,,,,"N","00","N"
"발산교 하부 족구장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","1200000000","전남광주통합특별시","1233000000","광산구",,,"1200000000","전남광주통합특별시","1233000000","광산구","1233020200","오선동",,,,"126.794635162729","35.199186405598","3888",,,,"N","00","N"
"발산근린공원 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시","흥덕구 농축산경제과","043-201-7233","4300000000","충청북도","4311000000","청주시",,,,,"충청북도 청주시 흥덕구 가경동 1459","127.435179179","36.6248608108",,,,,"N","00","N"
"발산리 게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5111000000","춘천시",,,"5100000000","강원특별자치도","5111000000","춘천시","5111025025","발산리",,,"강원특별자치도 춘천시 신북읍 장본길 231","127.766022800996","37.9627271327838",,,,,"N","00","N"
"발산리 마을회관 생활체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5111000000","춘천시",,,"5100000000","강원특별자치도","5111000000","춘천시",,,,,,"127.764986","37.959764",,,,,"N","00","Y"
"발산마을","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1224000000","서구",,,"1200000000","전남광주통합특별시","1224000000","서구",,,,,,"126.822714","35.107234",,,,,"N","00","N"
"발티마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4313000000","충주시",,,"4300000000","충청북도","4313000000","충주시","4313010800","직동",,,"충청북도 충주시 발티길 179 (직동)","127.9693993311","36.9406758262",,,,,"N","00","Y"
"발티마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4313000000","충주시",,,"4300000000","충청북도","4313000000","충주시","4313010800","직동",,,"충청북도 충주시 발티길 179(직동)","127.969467285504","36.9406702255954",,,,,"N","00","N"
"발한 공영주차장 맞은편(야외운동기구)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시","5117011100","발한동",,,"강원특별자치도 동해시 발한로 280-1 (발한동)","129.105609283024","37.5533930678524",,,,,"N","00","N"
"발한게이트볼장","P","공공","P10","전천후게이트볼장","P1001","전천후게이트볼장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시","5117011100","발한동",,,"강원특별자치도 동해시 향로5길 16 (발한동)","129.103206361007","37.543102995241","0",,,,"N","00","N"
"발한동체육공원 게이트볼장(발한시립도서관 뒤)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시","5117011000","부곡동",,,"강원특별자치도 동해시 가마골길 1 (부곡동)","129.114299292996","37.5247415047897",,,,,"N","00","Y"
"발한천길(미래클어린이집)(야외운동기구)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시","5117011100","발한동",,,,"129.10086274103","37.5528332836677",,,,,"N","00","N"
"발한체육공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시",,,,,"강원특별자치도 동해시 발한동","129.105984","37.548222",,,,,"N","00","Y"
"발한체육공원(야외운동기구)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5117000000","동해시",,,"5100000000","강원특별자치도","5117000000","동해시","5117011100","발한동",,,"강원특별자치도 동해시 해안로 535 (발한동)","129.105835354587","37.5482155076198",,,,,"N","00","N"
"밤   골","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1129000000","성북구",,,"1100000000","서울특별시","1129000000","성북구",,,,,,"127.039928","37.607571",,,,,"N","00","Y"
"밤고개 버스정류장앞  동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시","청원구 행정지원과","043-201-8032","4300000000","충청북도","4311000000","청주시",,,,,,,,,,,,"N","00","N"
"밤고개 소공원 동네체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4311000000","청주시","청원구 행정지원과","043-201-8032","4300000000","충청북도","4311000000","청주시","4311410200","내덕동",,,"충청북도 청주시 청원구 공항로22번길 25-6 (내덕동)","127.4883349202","36.6600582948",,,,,"N","00","N"
"밤골공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2800000000","인천광역시","2823700000","부평구","공원녹지과","032-509-6973","2800000000","인천광역시","2823700000","부평구",,,,,,"126.724455162","37.4864543909",,,,,"N","00","N"
"밤골마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4827000000","밀양시",,,"4800000000","경상남도","4827000000","밀양시","4827025025","율동리",,,"경상남도 밀양시 삼랑진읍 율동4길 90","128.850110027097","35.4184911905406",,,,,"N","00","N"
"밤골약수터 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2653000000","사상구",,,"2600000000","부산광역시","2653000000","사상구",,,,,"부산 사상구 주례동 산 74-7","129.001504","35.142901",,,,,"N","00","N"
"밤골어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1132000000","도봉구",,,"1100000000","서울특별시","1132000000","도봉구",,,,,,"127.045904","37.648825",,,,,"N","00","N"
"밤나무골소공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2620000000","영도구",,,"2600000000","부산광역시","2620000000","영도구",,,,,,"129.065738","35.081616",,,,,"N","00","Y"
"밤바위산","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4141000000","군포시","청소년교ㅛ육체육과","031-390-0731","4100000000","경기도","4141000000","군포시",,,,,"경기도 군포시 오금동","126.93587","37.35089",,,,,"N","00","Y"
"밤밭게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4111000000","수원시",,,"4100000000","경기도","4111000000","수원시","4111113200","율전동",,,,"126.970113038244","37.2954511021285","425",,,,"N","00","N"
"밤밭청개구리공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4100000000","경기도","4111000000","수원시",,,"4100000000","경기도","4111000000","수원시","4111113200","율전동",,,,"126.969947111897","37.3068476396982",,,,,"N","00","N"
"밤섬문화공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1100000000","서울특별시","1144000000","마포구","공원녹지과","02-3153-9554","1100000000","서울특별시","1144000000","마포구",,,,,,"126.931885641","37.5428417501",,,,,"N","00","N"
"밤실공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4719000000","구미시",,,"4700000000","경상북도","4719000000","구미시",,,,,,"128.335314","36.141323",,,,,"N","00","N"
"밥할머니공원 파크골프장","P","공공","P28","파크골프장","P2801","파크골프장","01","지방자치단체","4100000000","경기도","4128000000","고양시",,,"4100000000","경기도","4128100000","고양시 덕양구","4128111200","동산동",,,"경기도 고양시 덕양구 동송로 6 (동산동)","126.900009256043","37.6474641450165",,,,,"N","00","N"
"방계마을 운동기구(낙서면사무소 뒤)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4872000000","의령군",,,"4800000000","경상남도","4872000000","의령군","4872038021","전화리",,,"경상남도 의령군 낙서면 낙서로 509-3","128.377061486848","35.4841485578995",,,,,"N","00","N"
"방계마을 운동기구(방계마을회관 앞)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4872000000","의령군",,,"4800000000","경상남도","4872000000","의령군","4872038021","전화리",,,"경상남도 의령군 낙서면 낙서로2길 3","128.376508488621","35.4833423230213",,,,,"N","00","N"
"방계마을 운동기구(소공원)","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4872000000","의령군",,,"4800000000","경상남도","4872000000","의령군",,,,,"경상남도 의령군 낙서면","128.377844","35.48317",,,,,"N","00","N"
"방고개 경로당","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4700000000","경상북도","4792000000","봉화군","새마을경제과","054-679-6133","4700000000","경상북도","4792000000","봉화군","4792033025","눌산리",,,"경상북도 봉화군 법전면 방고개길 76","128.9820313187","36.896450308",,,,,"N","00","N"
"방곡 마을회관 앞","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4373000000","옥천군","체육시설사업소","043-730-4883","4300000000","충청북도","4373000000","옥천군",,,,,,"127.671764324","36.3935425065",,,,,"N","00","N"
"방곡마을 운동기구","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4800000000","경상남도","4886000000","산청군",,,"4800000000","경상남도","4886000000","산청군","4886034031","방곡리",,,,"127.782049438979","35.423376118275",,,,,"N","00","Y"
"방곡마을회관","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","1200000000","전남광주통합특별시","1284000000","장성군",,,"1200000000","전남광주통합특별시","1284000000","장성군","1284036022","와룡리",,,"전남광주통합특별시 장성군 황룡면 방곡길 61","126.7611260641","35.2734208783",,,,,"N","00","N"
"방교공원 배드민턴장","P","공공","P22","기타시설","P2201","기타시설","01","지방자치단체","4100000000","경기도","4159000000","화성시",,,"4100000000","경기도","4137000000","오산시","4137010100","오산동",,,"경기도 오산시 성호대로 141(오산동)","127.077663468393","37.1490366159369",,,,,"N","00","N"
"방근마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","2600000000","부산광역시","2644000000","강서구",,,"2600000000","부산광역시","2644000000","강서구","2644010900","송정동",,,"부산광역시 강서구 신촌소류지길 163-4 (송정동)","128.85305426249732","35.11411231505297",,,,,"N","00","N"
"방글어린이공원","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4400000000","충청남도","4420000000","아산시",,,"4400000000","충청남도","4420000000","아산시","4420011400","권곡동",,,,"127.009738197217","36.7909907929916",,,,,"N","00","N"
"방내3리 다목적체육시설","P","공공","P23","기타체육시설(체력단련장)","P2301","기타체육시설(체력단련장)","01","지방자치단체","5100000000","강원특별자치도","5172000000","홍천군",,,"5100000000","강원특별자치도","5172000000","홍천군","5172039026","방내리",,,"강원특별자치도 홍천군 내면 방내로 870-6","128.268472572222","37.7965404531378","321",,,,"N","00","N"
"방내게이트볼장","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5115000000","강릉시",,,"5100000000","강원특별자치도","5115000000","강릉시","5115037021","방내리",,,"강원특별자치도 강릉시 연곡면 연주로 34","128.83776971248","37.8597518588617",,,,,"N","00","Y"
"방내리 송라사 앞","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5115000000","강릉시","연곡면사무소","033-660-3681","5100000000","강원특별자치도","5115000000","강릉시",,,,,,,,,,,,"N","00","Y"
"방내리 연곡면사무소 옆","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5115000000","강릉시","연곡면사무소","033-660-3681","5100000000","강원특별자치도","5115000000","강릉시",,,,,,,,,,,,"N","00","Y"
"방내리 회전교차로 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","5100000000","강원특별자치도","5115000000","강릉시",,,"5100000000","강원특별자치도","5115000000","강릉시","5115037021","방내리",,,,"128.837337897065","37.8692752909784",,,,,"N","00","N"
"방대마을 체육시설","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","4300000000","충청북도","4313000000","충주시",,,"4300000000","충청북도","4313000000","충주시","4313041023","명서리",,,"충청북도 충주시 산척면 인등로 1113","128.069396485478","37.0652208252158",,,,,"N","00","N"
"방동2통정자옆","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구","3020011000","방동",,,,"127.279257210263","36.2693201951815",,,,,"N","00","N"
"방동5통마을회관인근","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구","3020011000","방동",,,"대전광역시 유성구 성북로 85 (방동)","127.304326003248","36.2891431138996",,,,,"N","00","Y"
"방동5통마을회관인근","P","공공","P08","간이운동장","P0801","간이운동장","01","지방자치단체","3000000000","대전광역시","3020000000","유성구",,,"3000000000","대전광역시","3020000000","유성구",,,,,,"127.3045401884","36.2889170017",,,,,"N","00","N"
